Дата,Категория,Продукт,Цена,Количество,Выручка,Регион,Тип клиента
2024-07-03,Дом и сад,Декор,94898,2,189796,Екатеринбург,Новый
2023-06-15,Книги,Биография,61433,10,614330,Москва,Новый
2023-01-17,Дом и сад,Мебель,75864,5,379320,Новосибирск,Новый
2024-06-04,Книги,Биография,64992,9,584928,Москва,Новый
2023-07-04,Книги,Фантастика,77847,4,311388,Казань,Постоянный
2024-11-08,Электроника,Наушники,26122,8,208976,Казань,Новый
2024-12-18,Дом и сад,Мебель,97358,4,389432,Москва,Новый
2023-09-06,Книги,Учебник,47789,6,286734,Москва,Новый
2023-04-15,Электроника,Планшет,65832,7,460824,Екатеринбург,Новый
2024-01-09,Книги,Учебник,45846,4,183384,Новосибирск,Постоянный
2024-10-13,Книги,Фантастика,26164,5,130820,Новосибирск,Новый
2024-11-14,Книги,Биография,93848,1,93848,Екатеринбург,Постоянный
2024-05-18,Одежда,Кроссовки,67013,8,536104,Москва,Новый
2024-02-22,Книги,Роман,73027,1,73027,Казань,Новый
2024-08-01,Дом и сад,Декор,62624,7,438368,Москва,Новый
2023-09-26,Одежда,Платье,57222,8,457776,Москва,Постоянный
2023-09-12,Дом и сад,Декор,24333,5,121665,Москва,Постоянный
2023-06-03,Электроника,Ноутбук,40460,5,202300,Москва,Новый
2024-03-26,Спорт,Форма,60670,3,182010,СПб,Новый
2023-12-18,Дом и сад,Инструменты,83853,4,335412,Новосибирск,Постоянный
2023-12-21,Электроника,Смартфон,84022,5,420110,Новосибирск,Постоянный
2024-04-28,Спорт,Мяч,41169,1,41169,СПб,Новый
2024-05-27,Электроника,Наушники,26665,9,239985,Новосибирск,Постоянный
2023-01-20,Книги,Учебник,98931,7,692517,Новосибирск,Новый
2023-09-07,Дом и сад,Инструменты,84278,5,421390,Новосибирск,Новый
2024-06-23,Спорт,Мяч,13302,7,93114,СПб,Постоянный
2023-10-26,Одежда,Куртка,69674,7,487718,Екатеринбург,Новый
2023-09-06,Электроника,Ноутбук,52567,10,525670,СПб,Новый
2023-06-29,Электроника,Умные часы,16142,1,16142,Екатеринбург,Новый
2023-04-14,Книги,Детектив,7115,6,42690,Екатеринбург,Постоянный
2023-06-11,Книги,Детектив,47392,4,189568,СПб,Новый
2023-12-30,Одежда,Джинсы,91877,8,735016,СПб,Новый
2024-04-28,Одежда,Джинсы,33224,7,232568,Екатеринбург,Новый
2023-08-30,Электроника,Смартфон,84112,7,588784,Новосибирск,Постоянный
2024-10-20,Дом и сад,Декор,3311,2,6622,Москва,Новый
2023-07-17,Электроника,Умные часы,8342,2,16684,СПб,Новый
2024-07-02,Электроника,Умные часы,77862,3,233586,Екатеринбург,Постоянный
2024-04-25,Одежда,Джинсы,21186,10,211860,СПб,Постоянный
2024-10-14,Книги,Биография,51782,10,517820,Москва,Постоянный
2024-11-17,Электроника,Планшет,3661,6,21966,Екатеринбург,Постоянный
2024-03-25,Дом и сад,Декор,55052,7,385364,Новосибирск,Постоянный
2023-12-21,Дом и сад,Посуда,72862,9,655758,Казань,Постоянный
2024-01-03,Книги,Биография,34183,10,341830,Москва,Постоянный
2024-06-27,Дом и сад,Инструменты,95256,7,666792,Екатеринбург,Новый
2023-08-15,Дом и сад,Мебель,26667,4,106668,СПб,Постоянный
2024-10-26,Книги,Учебник,95798,1,95798,СПб,Постоянный
2024-01-31,Спорт,Мяч,970,6,5820,Екатеринбург,Новый
2024-04-22,Электроника,Планшет,39178,2,78356,СПб,Новый
2023-01-10,Одежда,Футболка,28682,2,57364,Новосибирск,Постоянный
2024-07-20,Спорт,Велосипед,23604,3,70812,Казань,Постоянный
2023-01-12,Спорт,Коврик,58301,9,524709,Казань,Постоянный
2023-05-21,Книги,Биография,30515,6,183090,Москва,Постоянный
2023-01-31,Книги,Детектив,43657,7,305599,Москва,Новый
2024-05-12,Дом и сад,Декор,93425,7,653975,Новосибирск,Новый
2024-08-28,Одежда,Платье,23154,4,92616,СПб,Постоянный
2023-12-22,Спорт,Форма,17185,1,17185,Новосибирск,Новый
2024-03-24,Одежда,Джинсы,47214,5,236070,Екатеринбург,Новый
2024-08-27,Дом и сад,Декор,53747,7,376229,Екатеринбург,Новый
2023-02-03,Дом и сад,Декор,76074,8,608592,Москва,Новый
2023-07-20,Одежда,Кроссовки,57086,7,399602,Новосибирск,Новый
2023-06-21,Дом и сад,Декор,20353,2,40706,Москва,Новый
2024-02-17,Дом и сад,Посуда,52037,8,416296,Екатеринбург,Новый
2024-08-23,Книги,Биография,37917,8,303336,Новосибирск,Постоянный
2024-07-24,Книги,Учебник,51818,2,103636,Казань,Постоянный
2024-01-31,Дом и сад,Посуда,63202,4,252808,Екатеринбург,Новый
2023-07-16,Дом и сад,Декор,78806,5,394030,Москва,Новый
2023-04-14,Спорт,Коврик,3285,2,6570,Казань,Новый
2023-07-19,Книги,Учебник,46693,9,420237,Екатеринбург,Постоянный
2024-11-06,Книги,Детектив,92117,3,276351,Москва,Постоянный
2023-08-14,Спорт,Гантели,30525,7,213675,Новосибирск,Новый
2023-08-24,Дом и сад,Декор,21069,1,21069,Екатеринбург,Новый
2023-12-21,Книги,Роман,36786,9,331074,Казань,Постоянный
2024-03-28,Книги,Детектив,9434,6,56604,Москва,Новый
2023-12-20,Спорт,Коврик,18149,2,36298,Новосибирск,Новый
2024-01-30,Книги,Фантастика,31730,6,190380,СПб,Постоянный
2023-06-01,Дом и сад,Инструменты,18973,3,56919,Екатеринбург,Новый
2023-03-24,Дом и сад,Инструменты,58116,2,116232,Казань,Постоянный
2024-12-06,Электроника,Наушники,1618,8,12944,Екатеринбург,Постоянный
2024-02-25,Книги,Биография,52255,9,470295,СПб,Новый
2024-07-28,Одежда,Куртка,18021,10,180210,Казань,Постоянный
2023-08-12,Электроника,Ноутбук,85482,4,341928,СПб,Новый
2024-01-20,Одежда,Куртка,17804,10,178040,Казань,Новый
2023-06-07,Электроника,Смартфон,76483,1,76483,Екатеринбург,Новый
2023-04-22,Книги,Учебник,40426,1,40426,Екатеринбург,Постоянный
2023-03-03,Одежда,Футболка,57842,3,173526,Екатеринбург,Новый
2024-10-06,Одежда,Куртка,32544,3,97632,Новосибирск,Новый
2024-04-23,Спорт,Мяч,2111,7,14777,Екатеринбург,Новый
2024-05-14,Одежда,Футболка,74003,8,592024,Казань,Новый
2023-03-30,Одежда,Джинсы,74574,8,596592,СПб,Новый
2023-09-04,Электроника,Ноутбук,46890,8,375120,СПб,Новый
2024-06-21,Спорт,Велосипед,50572,9,455148,Москва,Новый
2023-12-04,Электроника,Умные часы,88940,10,889400,Новосибирск,Постоянный
2024-02-29,Одежда,Кроссовки,15861,4,63444,Екатеринбург,Постоянный
2024-02-12,Спорт,Форма,38372,8,306976,Казань,Новый
2023-09-22,Книги,Роман,17250,8,138000,Казань,Новый
2023-06-24,Электроника,Смартфон,87951,6,527706,Казань,Постоянный
2023-12-06,Книги,Фантастика,44399,7,310793,СПб,Новый
2023-11-04,Дом и сад,Текстиль,6672,8,53376,Екатеринбург,Новый
2023-07-09,Книги,Детектив,64553,3,193659,Казань,Постоянный
2023-07-20,Дом и сад,Мебель,42692,2,85384,Екатеринбург,Новый
2023-07-01,Одежда,Платье,53910,6,323460,Москва,Постоянный
2024-09-25,Дом и сад,Посуда,68974,4,275896,Екатеринбург,Постоянный
2023-01-20,Книги,Детектив,16385,9,147465,Новосибирск,Новый
2023-12-01,Книги,Фантастика,93145,1,93145,Казань,Постоянный
2023-06-29,Спорт,Велосипед,85046,9,765414,Екатеринбург,Постоянный
2023-07-29,Спорт,Форма,5803,3,17409,Новосибирск,Новый
2023-10-03,Электроника,Смартфон,93923,3,281769,Москва,Постоянный
2023-08-31,Электроника,Смартфон,25404,3,76212,Новосибирск,Новый
2024-03-09,Книги,Фантастика,50535,8,404280,Новосибирск,Новый
2024-12-22,Электроника,Умные часы,22233,6,133398,СПб,Постоянный
2023-11-07,Дом и сад,Инструменты,61815,2,123630,Новосибирск,Новый
2024-09-03,Спорт,Форма,28716,4,114864,Москва,Новый
2024-11-24,Спорт,Форма,99633,2,199266,Новосибирск,Постоянный
2024-03-24,Электроника,Планшет,60928,8,487424,Москва,Постоянный
2023-02-23,Спорт,Велосипед,55242,4,220968,Новосибирск,Постоянный
2024-08-17,Одежда,Джинсы,50317,7,352219,СПб,Постоянный
2023-09-09,Спорт,Велосипед,9673,9,87057,Екатеринбург,Новый
2023-06-12,Книги,Детектив,84514,3,253542,Москва,Постоянный
